title,abstract,summary,rouge-1 score
Relative Camera Pose Estimation Method Using Optimization on the Manifold,"To solve the problem of relative camera pose estimation, a method using optimization with respect to the manifold is proposed. Firstly from maximum-a-posteriori (MAP) model to nonlinear least squares (NLS) model, the general state estimation model using optimization is derived. Then the camera pose estimation model is applied to the general state estimation model, while the parameterization of rigid body transformation is represented by Lie group/algebra. The jacobian of point-pose model with respect to Lie group/algebra is derived in detail and thus the optimization model of rigid body transformation is established. Experimental results show that compared with the original algorithms, the approaches with optimization can obtain higher accuracy both in rotation and translation, while avoiding the singularity of Euler angle parameterization of rotation. Thus the proposed method can estimate relative camera pose with high accuracy and robustness. * Corresponding author",the camera pose estimation model is applied to the general,"[0.4, 0.4, 0.4000000000000001]"
Online discussions : Improving the quality of the student experience,"Over the past five years, the School of Applied Vision Sciences at the University of Sydney has used orientation activities to improve the quality of the students’ online learning experience while they are located remotely from the campus undertaking professional practice placements. During 2004 and 2005, students were introduced to Salmon’s five-stage model of online learning and teaching in the orientation sessions to provide a structure for reflection on the quality of their online learning experiences before and after participation in asynchronous discussions. These student reflections were coded and compared to the student ratings of their stage of development as online learners and their academic performance. There was a significant change in the learners’ stage of development and degree of reflection before and after their participation, which was positively correlated with their online participation assessment results. Important insights including strategies that improve the quality of asynchronous discussions are considered.",quality of their online learning experiences before and after participation,"[0.4, 0.4444444444444444, 0.4210526315789474]"
Designing Efficient Matrix Transposition on Various Interconnection Networks Using Tensor Product Formulation ∗,"Matrix transposition is a simple, but an important computational problem. It explores many key issues on data locality. In this paper, we will design matrix transposition algorithms on various interconnection networks, including omega, baseline and hypercube networks. Since different interconnection networks have their own architectural characteristics and properties, an algorithm needs to be tuned in order to be efficiently implemented on various networks. We use a tensor product based algebraic theory to design matrix transposition algorithms on various interconnection networks. This method can be employed to design other block recursive algorithms. A major goal of this study is to provide an effective way for designing VLSI circuits of DSP algorithms.",tensor product based algebraic theory to design matrix transposition algorithms on various interconnection,"[0.6153846153846154, 0.6666666666666666, 0.64]"
Approximating solutions of variational inequalities for asymptotically nonexpansive mappings,"By using viscosity approximation methods for asymptotically nonexpansive mappings in Banach spaces, some sufficient and necessary conditions for a new type of iterative sequences to converging to a fixed point which is also the unique solution of some variational inequalities are obtained. The results presented in the paper extend and improve some recent results in [C.E. Chidume, Jinlu Li, A. Udomene, Convergence of paths and approximation of fixed points of asymptotically nonexpansive mappings, Proc. Amer. Math. Soc. 138 (2) (2005) 473–480; N. Shahzad, A. Udomene, Fixed point solutions of variational inequalities for asymptotically nonexpansive mappings in Banach spaces, Nonlinear Anal. 64 (2006) 558–567; T.C. Lim, H.K. Xu, Fixed point theories for asymptotically nonexpansive mappings, Nonlinear Anal. TMA, 22 (1994) 1345–1355; H.K. Xu, Viscosity approximation methods for nonexpansive mappings, J. Math. Anal. Appl., 298 (2004) 279-291]. 2009 Elsevier Inc. All rights reserved.",viscosity approximation methods for asymptotically nonexpansive mappings in Banach,"[0.5555555555555556, 0.5555555555555556, 0.5555555555555556]"
Constructivist Development of Grounded Construction Grammar,"The paper reports on progress in building computational models of a constructivist approach to language development. It introduces a formalism for construction grammars and learning strategies based on invention, abduction, and induction. Examples are drawn from experiments exercising the model in situated language games played by embodied artificial agents.",situated language games played by embodied,"[0.0, 0.0, 0.0]"
Einblicke in den interaktiven Zusammenhang zwischen Wissensmanagement und Unternehmenskultur,"In der Wissensmanagementliteratur wird Unternehmenskultur, die sowohl Manifestationen (Verhalten, Artefakte) als auch Wertvorstellungen über Prioritäten, Prozesse, Ursachen und Verbesserungen umfasst, als zentraler Einflussfaktor für die Effektivität von Wissensprozessen gesehen. Zu diesem Zusammenhang gibt es bereits erste empirische Erkenntnisse, jedoch fehlen Studien, die sich mit den interaktiven und reziproken Beeinflussungsprozessen von Kultur und Wissensprozessen beschäftigen. Das Ziel dieses Beitrags ist, herauszufinden, welchen Einfluss Manifestationen und Werte auf Wissensprozesse haben und wie Wissensaustauschprozesse diese kulturellen Elemente wiederum beeinflussen können. Für den empirischen Teil wird ein zweistufiger Prozess bestehend aus Literaturanalyse und einem qualitativen Forschungsdesign in Form einer Einzelfallstudie zurückgegriffen. Ergebnisse zeigen, dass es theoretisch drei Möglichkeiten gibt, wie sich Unternehmenskultur und Wissensprozesse gegenseitig beeinflussen können. Auch in der Praxis sind diese drei Perspektiven relevant. 1. Einleitung: Wissensmanagement und Unternehmenskultur Wissensmanagement ist nach wie vor ein wichtiges Thema in der ManagementForschung und in der Praxis, wie beispielsweise eine Studie von KPMG zeigt, nach der 81 Prozent der führenden Unternehmen in Europa und den USA ein Wissensmanagementsystem implementiert haben oder dies in Erwägung ziehen [KPMG00]. Die Gründe für die verstärkte Beschäftigung mit Wissensmanagement ergeben sich aus der wissensorientierten Perspektive und der Bedeutung von Wissen für Unternehmen [Gr96, NW82, Sp96a]. Wissensmanagement zielt auf die Bereitstellung von Rahmenbedingungen für den effektiven Ablauf von Wissensprozessen im Unternehmen ab [BB03, KZ92]. Es wird davon ausgegangen, dass dadurch Innovationen verwirklicht, Fähigkeiten entwickelt, wirtschaftliches Wachstum [APG03] und ein strategischer Wettbewerbsvorteil erzielt werden können [Sp96b]. Wissensmanagement beinhaltet verschiedene Wissensprozesse: das Aufstellen von Wissenszielen, Wissensidentifikation, -erwerb, entwicklung, -(ver)teilung, -nutzung, -bewahrung und -bewertung [PRR06].",der wissensorientierten Perspektive und der Bedeutung von Wissen für,"[0.1, 0.1111111111111111, 0.10526315789473685]"
Crop Insurance – Risks and Models of Insurance,"The issue of crop protection is very important because of a variety of risks that could cause difficult consequences. One type of risk protection is insurance. The author in the paper states various models of insurance in some EU countries and the systems of subsidizing of insurance premiums by state. The author also gives a picture of crop insurance in the U.S., noting that in this country pays great attention to this matter. As for crop insurance in Serbia, it is not at a high level. The main problem with crop insurance is not only the risks but also the way of protection through insurance. The basic question that arises not only in the EU is the question is who will insure and protect crops. There are three possibilities: insurance companies under state control, insurance companies that are public-private partnerships or private insurance companies on a purely commercial basis.","crop insurance in Serbia, crop insurance in Serbia","[0.375, 0.42857142857142855, 0.39999999999999997]"
The anomalous effects in the three-electrode system for dielectric loss measurements,"The physical parameters of the guard gap between the guard and the guarded electrodes of the three electrode system generally used for dielectric loss measurements can be modelled by a simple T-network. Theoretical analysis shows that under certain conditions these parameters can cause great errors or even make the apparent dissipation factor negative, when measured with a Schering bridge. The sharp edges of the guard and the guarded electrodes may result in the creation of high local fields and give rise to electric discharges under high voltage conditions. Local discharges near the sharp edges directly modify the physical parameters of the guard gap. Such anomalous phenomena have been experimentally observed and they can be attributed to the change in physical parameters in the guard gap. Experimental results are in good agreement with the theoretical analysis based on the T-network model.",conditions The physical parameters of the guard gap between the guard,"[0.18181818181818182, 0.16666666666666666, 0.17391304347826086]"
Application of K-means clustering algorithm in information security problem,"In the rapid development of computer technology today, information security has become an important guarantee for social development, most of the technology depends on the development of network information support,at the same time information security has become a worthy issue. Intrusion detection system occupies an important part in the information security architecture,with the diversification and complication of the intrusion detection system, the intrusion detection system also puts forward higher requirements. In this work, the principle and flow of K-means algorithm are expounded, and the problems existing in the application of K-means algorithm are analyzed. The initial value is easy to be affected by the isolated point, and the convergence result is easy to fall into the local optimum. It is suggested that the isolated point should be removed and the initial center should be optimized. Finally, the algorithm of the isolated point clustering method is improved. Through simulation experiments,experiments show that the improved K-means algorithm improves the detection rate of each data with the traditional K-means algorithm in the intrusion detection of mixed data, the false detection rate decreases, and the clustering effect is improved obviously,it also received good detection results at the same time.","the intrusion detection of mixed data, the false detection","[0.1111111111111111, 0.1, 0.10526315789473685]"
Hybrid simulation using functional single-electron transistor models,Recent advances in the fabrication of single-electron devices (SEDs) and the forthcoming combination of them with nanometric CMOS transistors to form hybrid circuits forcibly put in scene the need of solid and robust simulation methodologies for these classes of circuits. In this paper a verification path that incorporates functional models for the SEDs in order to achieve simulation of bybrid circuits is expound. Several examples illustrate the application of the verification methodology.,hybrid circuits forcibly put in scene the,"[0.14285714285714285, 0.125, 0.13333333333333333]"
Species discrimination based on olfaction in males of two related mouse species : Mus abbotti and Mus musculus,Responses of male Mus abboffi and Mus musculus fo the male species-specific odour were examined using different methods including counter marking and behavioural preferences in familiar and non-familiar environment. Both species obviously preferred conspecific odour. There were no significant differenoes between reactions to odourless objects and objeds scented with odour of the related species. Also counter marking w€ls; dispfayed only in case of contact with odour of the same species. Inbred PWK Mus musculus preferred and counter marked odours of wild Mus musculus and vice versa. lt suggests that these responses are not population but species dependent.,male Mus abboffi and Mus musculus fo the male species-specific odour were examined using different methods including counter,"[0.3157894736842105, 0.35294117647058826, 0.33333333333333337]"
Early detection of weak points in MEEC distribution system,"This paper is aimed at detecting the weak points in the distribution system of MEEC, ""Middle Egypt Electricity Company"". These include loose connections, polluted insulators and micro-roughness on line conductors and insulator hardware. The detection methodology is based on measuring ultrasound emissions from these weak points to warn against impending failures and subsequent supply interruptions. Laboratory testing made it possible to discriminate between loose-connection arcing, polluted-insulator ""baby arcs"" and sharp-edge corona according to the sound pattern. However, there can be occasions where sound pattern may prove confusing in discrimination between baby arcs and loose-connection arcing. In this case, recording of acoustic signals was found to be a useful tool for such discrimination.",sound pattern may prove confusing in discrimination between baby,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111]"
Über die Elefantenmilz,"Das gewichtsmäßige und makroskopische Verhalten der Milz des Indischen Elefanten deutet auf ihre Zugehörigkeit zum Speichertyp, was durch die Ergebnisse der mikroskopischen Untersuchung in allen Einzelheiten bestätigt wird. Das stark ausgebildete, muskelkräftige Kapsel-Balkensystem, der besondere Bau der Organränder sowie die starke Schlängelung des arteriellen Gefäßbaumes sind Anzeichen großer aktiver Volumschwankungen. Die weiße Pulpa tritt gegenüber der roten, im wesentlichen aus einem pigmentreichen Reticulum bestehenden, sehr zurück. Die rote Pulpa ist durch den Besitz von Pulpamuskulatur ausgezeichnet, deren Aufgabe vornehmlich die Offenhaltung der spärlichen Venensinus und Pulpavenen während der Entleerungsphase des Milzblutspeichers dein dürfte. Die vergleichende Auswertung der Befunde mündet in eine Diskussion der hämodynamischen Funktion der Elefantenmilz.",die Offenhaltung der,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
Effect of Step Response Measurement Arrangement on the Correction of Lightning Impulses Measured with Ultra-High-Voltage Dividers,"Ultra-high-voltage (UHV) lightning impulse voltage dividers normally have limited bandwidth, which deforms the waveform of the measured impulse. The step response of the dividers can be used to correct the measured waveforms by deconvolution, reducing the errors of the impulse parameters. The circuit arrangement for measuring step response, however, may influence the measured step response and the corrected impulse waveforms. In this paper, two circuit arrangements of step response measurement were used in investigating the effect of different step responses on the corrected impulses. The lightning impulses measured using two UHV dividers were corrected and the errors of the impulse parameters before and after correction were determined. The results show that accurate correction can be made for the dividers without being affected by the external connection arrangement of the step response measurement.",lightning impulse voltage dividers without being affected by the external connection arrangement of the step response,"[0.5625, 0.5, 0.5294117647058824]"
Caseload Burdens and Jurisdictional Limitations : Some Observations from the History of the Federal Courts,"Judge Newman has asked that we talk not about him today but about the federal courts. Naturally, I will honor his request, but I must also say that I can think of no better place to start such a discussion than with the exceptionally valuable contributions he has made over the past two decades in examining the institutional problems that confront the federal courts and in proposing thoughtful and imaginative ways to deal with them. He has been especially concerned with the problems created by a heavy and growing federal caseload,1 and his many suggestions—including ideas about rethinking issues of systemic fairness and proposals for making much of the jurisdiction of the lower courts discretionary—compel our attention and warrant serious consideration.2 Most important is the fact that in his many discussions of jurisdictional reform Judge Newman has consistently reaffirmed the principle that the “pure gold” of the American judicial system is the guarantee of “vital protections of individual rights.”3 Consequently, he has proposed limitations on the jurisdiction of the federal courts only to ensure that the federal judiciary retains its high quality and fulfills its essential constitutional role.4 The “mission of the federal courts,” he",jurisdiction of the federal courts only to ensure that the federal judiciary retains the federal,"[0.4, 0.42857142857142855, 0.4137931034482759]"
A Rare Cause of Acute Abdomen: Intrauterine Device (IUD),"DOI: 10.4328/JCAM.3164 Received: 17.12.2014 Accepted: 20.01.2015 Printed: 01.06.2014 J Clin Anal Med 2014;5(suppl 3): 339-41 Corresponding Author: Yavuz Savaş Koca, SDÜ Tıp Fakültesi Genel Cerrahi ABD, Doğu Yerleşkesi 32260 Çünür, Isparta, Türkiye. T.: +9","SDÜ Tıp Fakültesi Genel Cerrahi ABD, Doğu Yerleşkesi 32260","[0.0, 0.0, 0.0]"
Mathieu – Gauss beams : A thermal consideration,"Article history: Received 11 February 2009 Received in revised form 8 October 2009 Accepted 19 October 2009 0030-4018/$ see front matter 2009 Elsevier B.V. A doi:10.1016/j.optcom.2009.10.040 * Corresponding author. Tel./fax: +98 7112284594. E-mail address: nadgaran@susc.ac.ir (H. Nadgaran The generation of Helmholtz–Gauss beam families such as Mathieu–Gauss (MG) and Bessel–Gauss (BG) beams can be dramatically suffered from heat-induced thermal effects. This work is devoted to the generation of MG beams under severe induced thermal loads. The output MG beams of a solid-state laser were assumed to pass through an ABCD system matrix. The simulated results which were achieved by characterization of the transfer matrix of the thermally affected inhomogeneous medium report systematic variations of the intensity profile of MG beams from pump power of 1–5 W. It is shown that for high values of pump power, the thermal effects are so influential and the beam intensity profile is so changed that the identification of MG beams is not easily possible at first hand. The results can facilitate this identification and can be utilized for deeper understanding of thermal effects phenomena. 2009 Elsevier B.V. All rights reserved.",variations of the intensity profile of MG beams,"[0.125, 0.16666666666666666, 0.14285714285714288]"
N ° 2009 – 29 November FINANCIAL CONSTRAINTS IN CHINA : FIRM-LEVEL EVIDENCE,"This paper uses a unique micro-level data-set over the period 1998-2005 on Chinese firms to test for the existence of a ""political-pecking order"" in the allocation of credit. Our findings are threefold. Firstly, private Chinese firms are credit constrained while State-owned firms and foreign-owned firms in China are not; Secondly, the geographical and sectoral presence of foreign capital alleviates credit constraints faced by private Chinese firms. Thirdly, geographical and sectoral presence of state firms aggravates financial constraints for private Chinese firms (“crowding out”). Therefore it seems that ongoing restructuring of the state-owned sector and further liberalization of foreign capital inflows in China can help to circumvent financial constraints and can boost the investment of private firms. JEL Classification: E22; G32",and sectoral presence of state firms aggravates financial constraints for private Chinese firms,"[0.23076923076923078, 0.2727272727272727, 0.24999999999999994]"
Automatic Remodularization and Optimized Synthesis of Product-Families,"A product-family is a suite of integrated tools that share a common infrastructure. Program synthesis of individual tools can replicate common code, leading to unnecessarily large executables and longer build times. In this paper, we present remodularization techniques that optimize the synthesis of product-families. We show how tools can be automatically remodularized so that shared files are identified and extracted into a common package, and how isomorphic class inheritance hierarchies can be merged into a single hierarchy. Doing so substantially reduces the cost of program synthesis, product-family build times, and executable sizes. We present a case study of a product-family with five tools totalling over 170K LOC, where our optimizations reduce archive size and build times by 40%.",synthesis of individual tools can replicate common,"[0.2857142857142857, 0.25, 0.26666666666666666]"
Global boundedness of solutions in a reaction – diffusion system of Beddington – DeAngelis-type predator – prey model with nonlinear prey-taxis and random diffusion,"In this paper, a reaction–diffusion system of a predator–prey model with Beddington–DeAngelis functional response is considered. This model describes a prey-taxis mechanism that is an immediate movement of the predator u in response to a change of the prey v (which leads to the collection of u). We use some approaches to prove the global existence-boundedness of classical solutions and overcome the substantial difficulty of the existence of a nonlinear prey-taxis term.",an immediate movement of the predator u in response to a change of the prey v (which leads to the collection of the predator,"[0.25, 0.2608695652173913, 0.2553191489361702]"
Java security: present and near future,"2 there has been strong and growing interest in Java's security as well as in new security issues raised by this technology's deployment. These concerns have reached the mainstream—the New York Times, the Wall Street Journal, and others have run stories on Java security. However, we must examine Java's trustworthiness comprehensively, from a broad dependability perspective, 3-6 not simply from the journalistic view. A simplistic statement such as "" Java is [or is not] secure "" doesn't come close to capturing the complexity of the issues involved. To pass judgment on whether Java is a trustworthy language or platform, we must precisely specify requirements of the overall system— in this case, computer systems and the global Internet infrastructure. Only then can we hope to demonstrate vigorously that the platform architecture satisfies or contributes to the satisfaction of the overall requirements, and that the platform's actual implementation satisfies the architecture's design requirement. Unfortunately, neither of these two crucial steps is feasible for security today. The shape and the characteristics of the national (or global) system infrastructure are evolving rapidly. Consequently, such widely used terms as "" Internet security "" cannot capture the essence of the trustworthiness required of such an infrastructure. (Admittedly, such terms were not very helpful in the past, either.) Moreover, though formal methods have been used successfully to verify some hardware devices, they are not sufficiently advanced to address correctness issues of large-scale software systems. Given this state of affairs, we must use an alternative (albeit less scientific and idealistic) set of criteria to examine platform trust-worthiness. From an industrial point of view, such criteria must include the following considerations: • Usability—To be ubiquitous and accepted in the marketplace, the platform must be easy to use for building small-and large-scale systems and applications. • Simplicity—To inspire confidence in its correctness, the platform cannot be too complex to analyze (by code inspection or testing, for example) for critical properties. • Adequacy—The platform must contain all essential features and building blocks for supporting higher-level trust-worthiness (security) requirements. • Adaptability—The platform must evolve with ease, following demand and market reality. Judged by these (perhaps biased) criteria, Java scores very favorably compared with other existing languages and programming systems. In particular, Java's platform independence greatly reduces the complexity— and thus the probability of design and implementation errors—of dealing with heterogeneous environments. The "" write once, run everywhere "" philosophy also helps improve …",the platform architecture satisfies or contributes,"[0.0, 0.0, 0.0]"
Desmoplasia and Osteoplasia in a Hybrid Ameloblastoma : A Case Report,"Desmoplasia in ameloblastoma is comparatively a newer histopathologic variant of ameloblastoma. This variant is characterized by unusual histopathological features and marked stromal desmoplasia. The occurrence of osteoplasia is not frequently seen in ameloblastomas. Our present case is characterized by stromal desmoplasia and osteoplastic changes along with classical follicular, acanthomatous and basaloid differentiation in a tumour arising in a 28 year old female in the anterior region of the mandible.",Desmoplasia in ameloblastoma is characterized by unusual histopathological features and marked,"[0.36363636363636365, 0.4, 0.380952380952381]"
Blending of Two and Three-way Interactions for Modeling Multi-relational Data,"Much work has been recently proposed to model relational data, especially in the multi-relational case, where di↵erent kinds of relationships are used to connect the various data entities. Previous attempts either consist of powerful systems with high capacity to model complex connectivity patterns, which unfortunately usually end up overfitting on rare relationships, or in approaches that trade capacity for simplicity in order to fairly model all relationships, frequent or not. In this paper, we propose a happy medium obtained by complementing a high-capacity model with a simpler one, both pre-trained separately and jointly finetuned. We show that our approach outperforms existing models on different types of relationships, and achieves state-of-the-art results on two benchmarks of the literature.",consist of powerful systems with high capacity to model complex,"[0.2, 0.16666666666666666, 0.1818181818181818]"
On the Zeros of the Eisenstein Series for Γ,We locate almost all the zeros of the Eisenstein series associated with the Fricke groups of level 5 and 7 in their fundamental domains by applying and extending the method of F. K. C. Rankin and H. P. F. Swinnerton-Dyer (1970). We also use the arguments of some terms of the Eisenstein series in order to improve existing error bounds.,locate almost all the zeros of the Eisenstein series,"[0.6666666666666666, 0.75, 0.7058823529411765]"
Centre-Based Hard and Soft Clustering Approaches for Y-STR Data,"This paper presents Centre-based clustering approaches for clustering Y-STR data. The main goal is to investigate and observe the performance of the fundamental clustering approaches when partitioning Y-STR data. Two fundamental Centre-based hard clustering approaches, k-Means and k-Modes algorithms, and two fundamental Centre-based soft clustering approaches, fuzzy k-Means and fuzzy k-Modes algorithms were chosen for evaluation of Y-STR haplogroup and Y-STR Surname datasets. The results show that the soft k-Means clustering algorithm produces the best average of the clustering accuracy (99.62%) for Y-STR haplogroup data as well Y-STR surname data (97.61%). The overall results show that the soft clustering approach is better (92.11%) than the hard clustering approach (81.20%) in clustering Y-STR data. However, the approach for clustering Y-STR data should be further investigated to find the best way of achieving 100% of the clustering results.",clustering algorithm produces the best average of the clustering,"[0.1111111111111111, 0.09090909090909091, 0.09999999999999999]"
Frequency deviation transducer for power system applications,"A frequency deviation transducer using solid-state circuitry has been developed. The device is based on digital - analogue technique and is suitable for continuous record of power system frequencies and governor application with a high order of accuracy. No initial adjustments are required and no reset problems are faced. Depending on application requirements, the transducer may be used alone for direct measurement or in combination with other control equipment for automatic load frequency control, excitation control, load shedding and in acceleration relay applications etc.",other control equipment for automatic load frequency,"[0.2857142857142857, 0.2857142857142857, 0.2857142857142857]"
Analytical redundancy for sensor fault isolation and accommodation in public transportation vehicles,"The paper discusses an instrument fault detection, isolation, and accommodation procedure for public transportation vehicles. After a brief introduction to the topic, the rule set implementing the procedure with reference to the kinds of sensors usually installed on public transportation vehicles is widely discussed. Particular attention is paid to the description of the rules aimed at allowing the vehicle to continue working regularly even after a sensor fault develops. Finally, both the estimated diagnostic and dynamic performances in the off-line processing of the data acquired in several drive tests are then analyzed and commented upon.",paid to the description of the rules aimed at allowing the vehicle,"[0.08333333333333333, 0.08333333333333333, 0.08333333333333333]"
"Security and Privacy of Image by Encryption , Lossy Compression and Iterative Reconstruction","Now a days, large files such as digital images, to be easily transmitted over the internet. New problems associated with this are security and privacy of image. Using pseudorandom permutation, image encryption is obtained. Confidentiality and access control is done by encryption. Encrypted image is compressed by using orthogonal transform. Irrelevance and redundancy of the image data is reduced by image compression because this is easy to store or transmit data in an efficient form. Reconstruct the original image by iterative reconstruction procedure. In this, flexible compression ratio is used and significantly improves the compression efficiency.",the image data is reduced by image compression because image compression is easy,"[0.23076923076923078, 0.25, 0.24000000000000002]"
Making sbt Macro-Aware,class Foo { def bar: Int } object Baz extends Foo { override def bar = 42 def quux = ”hello” } Listing 2: Illustrating the dependencies by inheritance.,override def bar,"[0.0, 0.0, 0.0]"
10-Gbit/s bi-directional and 20-Gbit/s uni-directional data transmission over a 120-GHz-band wireless link using a finline ortho-mode transducer,"This paper presents a compact and high-isolation finline ortho-mode transducer (OMT) for a polarization division duplex 120-GHz-band wireless link. We designed and fabricated a new finline OMT which suppresses the oscillations on the finline without using resistive card. The measured cross polarization discrimination and isolation are more than 23 and 50 dB, respectively, across the entire occupied bandwidth of the 120-GHz-band wireless link. Using the finline OMT, we succeeded in experiments for 10-Gbit/s bi-directional and 20-Gbit/s uni-directional communications.","The measured cross polarization discrimination and isolation are more than 23 and 50 dB, respectively, across the","[0.058823529411764705, 0.038461538461538464, 0.04651162790697675]"
Speckle Reduction in SAR images using Wavelet Transform and Bivariate Shrinkage Function,Speckle noise is an important aspect of synthetic aperture radar (SAR) imagery because it greatly affects the quality of the image captured SAR. Speckle noise may consider as inherent disadvantage involve with SAR systems because of its working principle (coherent imagery). This paper presents a wavelet based technique to filter the speckle noise in the SAR images. The proposed technique involves the wavelet transform with inter-scale dependencies and adaptive thresholding. The simulation result shows that the presented algorithm performs well.,filter the speckle noise in the SAR images involves the wavelet transform,"[0.5, 0.5, 0.5]"
Annihilation of structural defects in chalcogenide absorber films for high-efficiency solar cells,"aHelmholtz-Zentrum Berlin für Materialien und Energie GmbH, Hahn-Meitner-Platz 1, 14109 Berlin, Germany bMax Planck Institute for Solid State Research, Stuttgart Center for Electron Microscopy, Heisenbergstr. 1, 70569 Stuttgart, Germany cTechnische Universität Berlin, Institut für Werkstoffwissenschaften, Ernst-Reuter-Platz 1, 10587 Berlin, Germany dRacah Institute of Physics and the Center for Nanoscience and Nanotechnology, The Hebrew University of Jerusalem, Jerusalem 91904, Israel eSuperSTEM Laboratory, SciTech Daresbury Campus, Keckwick Lane, Daresbury, WA4 4AD, United Kingdom * Corresponding author: roland.mainz@helmholtz-berlin.de","Berlin für Materialien und Energie GmbH, Hahn-Meitner-Platz 1, 14109 Berlin, Germany bMax","[0.0, 0.0, 0.0]"
Multi-model control of nonlinear systems using closed-loop gap metric,A new multi-linear model approach is used to control a strongly nonlinear process. A global controller is built from a weighted combination of local controller outputs with the weights being functions of a defined closed-loop gap metric.,weighted combination of local controller outputs with the weights,"[0.2222222222222222, 0.18181818181818182, 0.19999999999999998]"
Investigating the effect of Static Synchronous Compensator (STATCOM) for voltage enhancement and transmission line losses mitigation,"There has been a problem of voltage instability and increased power loss on transmission lines due to the ever increasing load growth. This work investigates the effect of Static Synchronous Compensator (STATCOM) to mitigate power losses and enhance voltage stability of a transmission system. To validate the capacity of STATCOM in this direction, a scaled model of IEEE 14 bus test system was built on DIgSILENT PowerFactory v15. A power flow study using the Newton Raphson algorithms was adopted with and without STATCOM incorporated into the power system while considering four different scenarios, the simulation results are presented and discussed. It is noted that there was sufficient improvement in the new voltage profile obtained for the weak buses of the system, the active and reactive power losses was mitigated by 17.73% and 24.80% respectively when STATCOM was incorporated at normal load.","the weak buses of IEEE 14 bus test system, the active and reactive power losses was","[0.25, 0.25, 0.25]"
Kinetic Studies of Condensation of Aromatic Aldehydes with Meldrum ’ s Acid,"The condensation reaction of Meldrum’s acid with aromatic aldehydes in the presence of a catalyst has been investigated spectrophotometrically at 25Ð50 ∞C. The reaction follows overall second order kinetics, first order in each of the reactants. Electron-withdrawing groups accelerate and electron-releasing groups retard the rate of condensation. From the dependence of the rate constants on temperature, the activation parameters have been calculated and also the isokinetic temperature with a value of 403.5 K. Based on this reaction, determination of eight aromatic aldehydes in a concentration range of 1.49 Ð91 μg/ml is proposed. On the other hand, determination of some aromatic aldehydes with Meldrum’s acid is performed in water at 75 ∞C for 2 h, without adding any catalyst.",The condensation reaction of Meldrum’s acid with aromatic aldehydes in the presence,"[0.6153846153846154, 0.7272727272727273, 0.6666666666666667]"
Variable step-size compressed sensing-based sparsity adaptive matching pursuit algorithm for speech reconstruction,"This paper presents a novel greedy reconstruction algorithm for speech signal, named the variable step-size sparsity adaptive matching pursuit algorithm (short for VSSAMP). As the name implies, this modified algorithm achieves an improvement compared with the state-of-the-art greedy algorithm sparsity adaptive matching pursuit (SAMP). The new algorithm varies the step size, which is fixed in SAMP. This innovation can accelerate the reconstruction speed and demonstrate a better performance on estimating the true signal's support set to some extent. The step size is set to a large value initially so as to approach the real sparsity quickly. Afterwards, step size is cut down gradually and this mechanism is benefit for estimating the sparsity accurately. At the end of the novel method, a pruning step is utilized which can decrease the estimated sparsity one atom by one atom, based on reducing the reconstruction error. This step increases the accuracy of estimated sparsity and enhances the reconstruction performance. The comparisions of reconstruction performance and speed are exhibited in this paper. The simulation results show that the modified algorithm outperforms the SAMP algorithm when reconstructing absolutely sparse signals and speech signals.",greedy algorithm sparsity adaptive matching pursuit (SAMP) the state-of-the-art greedy algorithm sparsity,"[0.3333333333333333, 0.35714285714285715, 0.3448275862068965]"
A Hybrid Text Classification System Using Sentential Frequent Itemsets,"Text classification techniques mostly rely on single term analysis of the document data set, while more concepts especially the specific ones are usually conveyed by set of terms. To achieve more accurate text classifier, more informative feature including frequent co-occurring words in the same sentence and their weights are particularly important in such scenarios. In this paper, we propose a novel approach using sentential frequent itemset, a concept comes from association rule mining, for text classification, which views a sentence rather than a document as a transaction, and uses a variable precision rough set based method to evaluate each sentential frequent itemset’s contribution to the classification. Experiments over the Reuters corpus are carried out, which validate the practicability of the proposed system. Key-Words: text classification, sentential frequent itemsets, variable precision rough set model.","text classification, sentential frequent itemsets, variable precision rough set","[0.5555555555555556, 0.5555555555555556, 0.5555555555555556]"
